90 93 92 92 85 76 90 94 93 90 92 90 95 99 87 92 83 85 80 90 86 92 96 86 81 93 83 74 80 97 87 88 86.568
93 87 95 73 78 84 92 85 96 92 74 77 80 88 87 93 77 87 70 84 75 94 94 84 84 90 67 70 78 96 90 87 81.259
92 95 96 89 92 90 85 95 99 85 88 99 98 92 90 93 100 94 94 100 92 95 96 80 86 91 95 99 80 95 94 93 92.332
85 86 73 91 87 80 89 87 82 89 94 99 92 94 80 68 82 99 99 91 83 91 95 71 80 61 91 83 81 95 85 81 85.532
85 86 79 76 66 60 74 83 87 74 60 66 60 87 78 60 70 69 60 78 72 84 84 72 62 77 60 60 61 65 77 78 72.008
88 89 86 79 83 66 87 94 92 87 70 73 75 87 87 86 97 89 80 97 76 93 97 68 90 86 86 80 81 90 90 88 85.475
90 86 81 92 90 68 86 75 77 86 82 93 94 71 85 83 80 90 78 94 84 95 98 82 75 80 88 79 87 92 85 85 85.057
87 77 97 97 90 60 80 69 95 80 91 97 82 82 80 82 83 94 83 90 84 87 95 73 65 81 94 60 82 84 80 94 82.143
81 68 75 68 60 60 81 78 75 81 65 78 77 81 81 80 67 75 60 77 69 90 92 60 70 76 60 60 60 88 82 74 70.985
87 94 93 91 83 63 81 89 99 81 92 95 90 82 72 82 94 94 86 98 84 92 93 69 81 92 79 87 90 82 89 82 87.162
92 98 78 71 86 85 96 81 96 96 85 96 85 83 88 97 83 80 87 85 75 94 99 84 82.49974341 91.50025659 72.00085529 74.50076976 69.49854601 93.99965789 92.00034211 87.50008553 86.007
85 80 97 85 88 81 90 78 99 90 82 85 93 92 91 97 88 92 85 96 83 92 98 85 86 98 92 86 72 96 89 88 86.73
85 84 95 95 89 81 91 89 91 91 91 97 95 96 88 92 93 97 93 94 87 94 93 85 84 90 95 80 90 95 90 89 89.757
82 74 90 83 70 65 72 76 96 72 74 64 61 93 86 66 67 70 71 62 60 88 80 87 62 83 60 60 60 93 73 71 71.988
88 73 88 76 85 70 89 72 94 89 70 89 80 92 87 64 72 72 74 88 87 88 82 78 74 82 66 66 73 83 86 78 78.309
88 69 97 82 93 81 89 68 94 89 71 84 96 99 83 87 97 84 83 94 90 92 99 72 80 87 86 95 84 79 91 88 84.913
91 77 92 71 87 67 73 74 98 73 79 79 77 88 88 80 78 79 77 88 86 86 86 99 75 79 87 83 91 94 86 78 82.826
86 85 93 80 92 68 86 76 94 86 76 83 81 96 82 88 81 94 90 94 91 92 97 77 85 95 77 81 86 95 90 90 85.208
83 80 85 90 67 60 84 79 96 84 82 72 79 82 76 60 67 83 71 68 61 85 86 60 71 81 78 60 60 81 85 77 73.777
83 83 88 81 87 75 90 90 99 90 83 94 83 68 81 88 90 94 75 92 88 86 93 92 81 91 95 83 81 93 85 79 84.494
86 85 94 65 84 80 91 80 82 91 68 66 69 97 82 88 82 60 71 89 63 88 89 72 90 69 60 71 60 87 90 82 77.068
86 80 91 83 82 76 84 78 82 84 77 87 82 65 85 83 88 81 71 83 65 88 77 60 76 75 75 82 60 92 84 82 78.301
81 88 92 85 65 66 67 75 90 67 85 77 60 65 80 85 75 74 71 89 74 84 70 60 80 88 90 60 72 91 80 78 77.946
81 77 72 89 84 60 62 87 81 62 87 96 90 77 81 78 91 86 81 91 71 86 89 60 63 74 69 88 72 97 74 75 80.077
86 76 85 91 86 74 77 80 88 77 92 90 87 83 85 84 89 94 82 88 78 84 74 60 76 87 79 75 74 93 85 84 82.962
91 94 92 72 89 70 77 85 90 77 75 83 84 85 88 95 81 80 77 83 92 85 91 63 82 85 82 80 90 70 87 82 83.902
85 88 66 64 54 60 80 79 86 80 37 50 33 60 81 62.14846017 60 60 60 0 0 60 0 60 61 50 15 60 29 70 63 70 56.914
90 79 88 89 93 75 81 84 86 81 89 95 84 81 85 83 88 82 90 91 84 92 93 74 88 79 95 82 85 93 87 81 84.913
82 91 100 96 96 91 92 86 99 92 100 98 95 94 90 99 100 100 91 94 94 94 96 74 90 91 97 88 81 95 95 90 91.734
82 74 75 91 68 65 80 76 88 80 66 75 60 65 80 60 60 72 60 62 60 91 60 60 85 73 77 67 60 75 85 78 71.449
92 95 96 99 96 86 96 93 93 96 100 95 91 93 93 90 95 99 96 96 98 88 94 100 90 97 87 90 94 90 87 93 92.73
90 76 75 74 80 60 79 64 80 79 60 63 60 78 80 64 60 60 60 60 60 60 60 60 73 60 60 64 60 78 78 72 65.426
85 80 89 80 61 60 65 76 84 65 64 71 65 60 85 76 60 60 60 66 60 77 63 60 79 82 60 60 60 97 83 78 68.421
85 85 86 84 81 68 78 73 82 78 87 91 88 93 80 86 80 71 66 71 63 74 84 72 84 79 89 62 75 76 83 82 77.525
89 90 83 82 74 79 89 88 89 89 70 72 73 93 90 78 68 71 64 84 80 92 89 77 89 82 77 86 67 83 90 88 80.917
85 87 91 84 90 80 92 78 99 92 86 98 97 90 85 94 90 87 96 98 84 92 80 71 92 97 60 91 60 90 85 87 81.725
87 86 80 68 72 65 84 86 92 84 60 69 72 73 85 86 60 60 60 62 60 80 95 60 73 94 61 60 60 70 72 75 70.672
80 80 75 83 84 61 83 75 99 83 65 85 89 68 71 89 69 79 80 79 60 83 95 60 80 97 78 60 60 73 79 75 76.205
86 77 74 75 82 70 75 75 85 75 61 72 78 89 85 82 73 73 66 83 79 93 87 87 72 79 70 70 80 83 88 78 76.865
85 84 96 78 91 70 86 85 93 86 73 69 60 73 82 85 76 64 64 76 73 85 95 60 77 87 60 60 68 96 82 77 76.734
88 91 85 93 80 76 91 89 86 91 99 98 95 79 87 88 93 92 99 94 92 91 93 74 85 90 92 96 85 81 93 85 89.34
86 79 90 81 85 68 80 78 92 80 80 80 61 61 81 84 64 66 76 80 61 82 76 66 67 86 70 62 61 72 78 74 74.313
87 85 90 74 60 60 90 82 88 90 60 64 61 80 71 84 69 69 70 82 61 85 98 60 76 92 73 61 70 97 86 82 74.66
83 73 96 75 62 65 63 73 90 63 72 61 61 75 81 91 63 62 60 76 60 78 74 60 64 95 71 61 60 88 78 74 70.32
88 83 83 70 85 64 65 86 88 65 72 82 80 63 85 84 78 60 63 79 60 83 90 75 65 67 60 82 75 81 77 72 76.4
87 73 80 64 47 60 72 66 68 72 60 62 66 68 80 84 49 66 60 73 60 84 68 60 75 80 65 60 60 90 87 80 66.627
91 76 88 61 60 60 73 80 90 73 60 60 60 83 87 88 60 60 60 64 60 79 66 61 70 95 60 60 60 75 76 75 70.128
82 95 92 91 88 81 82 90 91 82 93 92 97 91 88 88 84 94 97 95 86 93 98 83 87 65 76 87 94 97 89 84 88.147
80 74 88 78 68 76 71 75 89 71 61 60 64 82 82 87 60 61 60 91 60 83 97 60 73 80 77 75 60 94 79 74 73.004
90 93 91 90 94 93 92 88 99 92 100 99 97 91 88 97 96 99 99 99 96 95 91 75 91 95 91 90 92 97 97 92 92.946
91 87 100 78 91 83 81 87 98 81 76 90 88 91 90 100 86 78 82 93 86 87 94 98 83.57548508 95.57548508 87.63587315 80.18116419 75.87922387 96.48490298 88.03019403 88 85.587
84 77 68 88 77 67 74 78 96 74 83 80 87 84 85 83 72 72 67 87 70 81 81 75 66 98 77 60 87 78 85 86 78.066
83 70 94 80 64 60 62 71 91 62 65 60 60 67 80 92 64 75 60 82 60 79 62 46 64 89 69 62 65 65 77 76 69.17
85 81 79 90 90 75 82 84 81 82 96 91 87 60 82 69 89 99 78 89 65 84 92 63 72 74 97 63 66 97 80 78 80.992
88 84 81 94 85 80 89 85 86 89 89 92 97 93 87 80 83 97 91 97 72 87 90 87 86 60 94 87 77 94 87 90 85.966
85 96 87 93 91 94 83 96 99 83 92 96 97 91 95 89 95 90 99 93 94 89 97 80 90 96 95 95 88 97 90 88 91.453
87 94 79 91 79 77 69 85 87 69 75 80 72 61 87 80 77 78 78 93 74 85 67 67 72 91 70 64 70 75 81 84 78.725
87 82 86 73 70 90 90 88 91 90 89 87 83 87 90 91 80 92 85 93 80 94 94 67 81 93 77 79 61 92 94 88 81.687
81 84 83 78 84 71 84 82 89 84 85 90 89 94 85 95 80 89 77 90 78 88 90 76 72 90 90 81 74 94 85 82 82.366
91 82 92 68 81 60 65 68 92 65 60 60 60 61 90 76 47 60 53 53 14 71 47 30 60 89 60 60 60 0 67 60 54.824
86 69 87 90 73 60 60 68 81 60 78 75 71 63 86 88 67 60 63 74 60 84 63 63 64 89 79 64 61 79 82 75 72.714
80 81 86 96 87 70 80 85 84 80 96 93 81 76 82 74 78 96 87 90 87 89 78 81 75 79 77 87 95 90 90 88 85.551
80 79 94 73 65 67 86 82 96 86 94 77 80 83 85 86 79 85 77 69 82 90 89 80 80 87 91 79 69 93 84 79 79.283
83 67 84 90 93 65 88 68 83 88 90 96 92 85 90 80 88 91 81 86 97 90 79 82 83 76 89 82 88 92 86 88 85.537
80 67 84 75 85 70 64 78 79 64 66 73 79 77 82 80 72 61 75 77 60 87 97 68 69 67 82 72 60 97 78 78 72.359
80 91 84 94 87 80 91 93 95 91 94 93 82 91 82 82 87 92 88 97 86 90 76 77 82 80 98 89 86 97 87 79 88.038
80 67 87 84 82 67 77 74 89 77 82 85 85 65 80 69 82 78 80 74 75 88 75 71 70 66 60 65 68 88 79 79 76.796
91 97 94 88 84 81 89 95 92 89 85 95 87 93 91 81 82 87 94 90 90 92 95 88 88 91 73 80 83 97 86 78 88.155
90 94 96 96 91 89 83 95 98 83 95 98 96 94 88 96 85 90 88 93 94 93 95 85 88 99 96 87 91 97 89 91 91.614
90 77 70 86 93 76 77 70 87 77 94 87 96 88 92 83 89 90 92 92 86 92 96 81 86 60 81 73 77 81 87 86 84.77
84 75 87 83 64 65 70 73 93 70 74 75 60 69 80 82 60 69 70 73 60 85 77 62 70 64 60 60 60 88 76 73 70.61
90 91 87 82 93 78 94 88 91 94 91 93 98 94 88 78 88 82 90 98 92 93 96 80 90 91 89 92 87 97 88 89 88.811
81 89 90 73 60 60 70 97 78 70 62 67 60 60 83 82 60 67 62 65 60 85 64 63 73 91 61 61 60 60 81 68 71.268
80 96 85 98 86 77 85 94 89 85 86 92 98 91 80 82 88 95 90 92 88 85 84 71 84 91 92 82 85 95 89 87 86.166
90 96 91 89 86 84 93 95 94 93 90 85 92 97 82 80 87 87 84 92 85 86 80 66 85 89 92 96 73 95 89 82 86.325
85 84 70 89 95 81 66 83 85 66 69 89 86 92 83 60 76 72 81 83 88 89 86 92 73 79 80 82 81 70 86 70 79.706
92 81 86 72 73 65 78 72 85 78 60 84 68 66 81 80 82 73 74 77 76 85 77 80 81 80 71 65 76 88 82 76 77.577
90 78 86 85 87 84 82 73 91 82 79 63 80 96 82 86 60 60 67 83 67 87 92 70 76 80 60 60 60 92 78 70 73.313
85 83 93 95 81 72 80 87 93 80 92 95 93 94 83 89 87 92 99 87 91 91 94 80 82 89 83 82 86 95 91 85 88.042
85 68 80 65 86 75 77 69 74 77 66 78 88 75 81 60 83 62 80 86 81 89 91 73 70 60 67 75 76 85 83 80 76.023
81 95 86 92 95 79 89 97 86 89 93 97 85 77 80 60 88 90 99 96 90 94 95 85 80 85 93 80 86 89 87 84 86.313
80 84 86 60 81 78 61 72 95 61 60 60 61 78 78 84 60 60 60 78 72 87 66 80 68 85 60 70 66 86 85 72 71.619
80 82 94 80 69 73 74 80 96 74 79 89 71 71 76 83 83 63 74 87 62 88 63 77 73 83 73 88 72 95 85 80 77.951
80 72 60 62 65 60 76 75 99 76 65 64 74 71 81 95 65 70 61 84 71 87 87 79 74 92 75 76 68 83 77 75 73.223
92 89 88 76 88 75 83 93 98 83 78 89 81 82 85 84 85 68 71 83 80 82 93 77 73 83 69 80 65 90 78 87 83.181
81 84 80 91 81 70 92 78 72 92 89 96 96 84 77 79 96 86 91 95 86 90 95 74 88 77 87 84 80 97 86 87 85.057
90 81 77 90 87 76 91 71 87 91 93 95 99 80 81 68 97 99 90 97 92 89 95 79 91 77 95 93 87 97 88 84 88.977
80 89 89 75 65 73 75 82 86 75 80 87 88 96 85 90 71 88 60 80 81 87 91 61 76 88 60 65 65 66 88 83 76.965
85 88 89 90 73 65 83 86 90 83 88 91 82 89 88 81 79 88 83 94 71 88 84 78 80 91 75 88 66 65 87 84 81.32
85 94 89 91 86 82 91 90 98 91 94 98 87 100 90 74 90 97 91 92 92 91 94 81 88 94 83 92 70 89 86 90 88.064
88 94 79 74 75 74 86 78 82 86 60 65 61 69 85 60 81 94 84 92 91 90 97 87 90 65 86 82 81 96 83 83 81.695
83 90 100 82 85 70 67 87 97 67 73 72 87 74 83 99 65 66 60 81 86 83 90 74 71 100 65 72 74 94 80 77 78.336
90 92 86 80 78 67 69 85 96 69 67 68 66 82 86 74 60 60 60 70 75 87 92 63 80 84 73 76 63 85 74 78 74.891
80 89 69 80 88 70 80 95 88 80 81 79 74 60 81 60 70 80 62 74 89 84 87 66 83 77 81 81 73 96 83 83 79.872
86 90 89 72 69 64 78 90 82 78 69 79 60 87 80 60 73 73 65 69 75 86 92 71 77 60 72 81 70 93 85 84 77.555
82 93 94 79 85 68 67 73 97 67 73 82 71 77 86 84 83 68 68 78 83 86 84 63 77 70 67 72 68 92 80 80 79.046
80 70 75 85 89 62 60 61 72 60 82 79 76 86 82 60 89 89 85 92 91 84 74 100 78 68 88 83 92 96 75 81 80.792
87 84 85 89 78 76 78 84 83 78 67 75 80 92 86 76 87 86 79 90 86 86 94 61 86 85 80 87 69 95 87 88 82.386
85 84 91 93 93 80 77 77 98 77 89 93 99 96 77 90 92 100 91 94 97 90 97 99 85 84 95 96 86 97 92 88 89
83 86 85 84 78 82 91 87 86 91 69 83 98 96 85 91 91 85 84 91 86 91 84 87 88 87 98 95 76 80 90 88 86.717
83 87 86 92 92 76 67 87 89 67 89 99 99 87 85 74 82 99 93 93 97 90 92 82 80 82 96 89 80 88 92 87 87.301
90 88 86 95 90 85 84 86 90 84 91 94 93 99 96 87 96 86 92 95 86 93 95 79 88 90 97 94 86 97 89 90 89.448
90 82 87 84 73 66 63 82 92 63 68 88 85 92 81 89 71 76 72 85 66 81 81 72 77 91 92 82 69 83 90 85 79.642
85 80 73 90 64 65 73 71 78 73 78 74 62 86 67 78 85 90 71 74 72 79 61 74 71 73 81 82 80 89 81 82 79.17
87 86 88 93 90 91 89 88 82 89 99 99 96 94 96 89 97 100 100 98 97 90 95 87 86 85 98 94 90 95 97 92 92.075
83 83 81 84 80 74 78 84 91 78 85 83 83 85 79 86 86 87 80 88 81 85 92 83 82 94 87 78 79 88 87 84 82.358
80 69 88 76 85 70 74 74 94 74 80 89 94 84 96 77 85 96 85 84 86 89 76 87 76 79 80 86 83 97 88 88 82.642
86 85 92 76 67 63 75 83 94 75 63 74 85 95 86 87 78 83 73 89 85 83 91 74 83 94 75 79 79 92 89 85 80.653
80 94 92 70 60 68 78 77 98 78 61 69 64 74 91 90 71 76 61 70 73 85 87 83 86 89 69 68 64 71 89 85 75.464
81 90 86 82 82 61 65 83 86 65 80 84 60 60 81 87 81 90 77 88 75 87 80 81 71 87 81 84 72 83 87 84 80.355
85 89 76 91 81 90 87 94 73 87 94 99 97 94 97 67 84 94 99 94 94 93 96 100 92 61 99 90 82 95 94 90 89.773
90 93 88 90 81 75 83 94 92 83 90 92 87 89 91 81 85 92 89 94 92 93 95 100 92 97 95 85 78 94 93 89 88.592
80 79 100 88 91 80 85 79 94 85 72 82 81 90 94 88 90 95 88 92 88 92 92 100 92 95 87 79 90 97 89 87 85.86
85 90 88 80 80 70 77 83 89 77 78 97 85 60 88 80 77 71 62 76 89 87 93 75 71 88 83 90 64 97 84 89 79.183
85 89 82 88 74 73 85 89 94 85 71 71 76 77 76 86 86 90 85 89 85 90 94 67 75 85 88 76 71 97 90 89 82.43
85 79 91 76 69 66 74 81 93 74 67 84 73 89 76 77 61 83 64 71 80 87 87 60 70 86 73 79 70 96 77 85 76.208
80 87 64 70 85 68 65 75 81 65 60 76 64 95 80 85 64 73 70 74 90 86 90 99 65 78 73 60 86 96 82 85 77.17
80 78 83 66 68 60 75 78 86 75 60 78 60 60 76 88 86 90 76 85 75 85 91 80 76 95 83 86 68 90 79 83 76.777
91 75 83 76 60 61 75 69 94 75 60 60 60 61 70 83 60 62 60 71 70 85 75 60 71 84 60 69 60 77 82 84 71.011
83 80 88 85 73 65 60 75 93 60 91 83 70 91 70 84 60 83 74 83 87 86 88 65 66 84 76 60 67 93 77 87 76.392
81 78 83 74 73 68 87 77 75 87 67 81 84 77 61 64 85 88 82 85 85 84 91 60 73 79 76 73 70 91 80 82 77.328
92 78 88 64 60 63 70 76 86 70 67 70 60 60 60 88 60 65 67 70 60 81 69 61 83 90 60 68 62 77 79 83 71.192
90 74 90 96 92 72 76 61 100 76 91 96 93 91 97 100 86 100 91 97 95 94 95 91 80 100 96 93 87 97 93 91 87.838
82 83 94 84 76 62 81 79 92 81 80 76 80 87 75 78 62 90 75 76 69 92 62 71 72 74 64 70 63 70 78 88 76.325
95 84 91 87 68 64 60 79 86 60 60 60 60 60 69 88 60 60 60 60 60 79 60 60 75 86 62 76 60 91 71 79 71.072
80 87 91 96 92 77 81 84 89 81 97 96 93 98 92 89 97 100 98 89 92 88 88 85 80 92 96 81 80 97 86 88 87.098
91 84 84 89 95 66 69 78 89 69 81 90 70 93 89 83 90 87 81 98 83 86 92 96 77 84 90 78 90 96 78 90 84.551
83 68 80 63 75 61 67 68 90 67 60 60 60 73 84 81 77 69 60 73 72 89 91 75 72 69 63 66 66 93 81 86 72.234
87 90 94 90 90 72 87 94 90 87 98 87 91 95 93 84 78 90 72 80 78 89 91 86 81 95 90 81 80 97 83 90 86.517
85 88 85 88 87 73 76 85 94 76 70 88 69 92 74 95 67 79 79 70 92 87 93 72 68 87 72 83 70 78 88 87 78.517
87 83 83 79 75 61 79 83 84 79 77 80 88 85 89 80 60 70 70 81 70 87 89 89 72 81 81 66 77 91 86 86 77.776
80 84 88 78 77 64 68 85 88 68 66 79 60 88 84 72 60 79 60 80 73 87 64 71 70 85 62 60 72 90 79 85 74.595
86 80 87 77 67 60 62 79 90 62 74 80 83 90 60 80 60 78 67 83 69 87 93 82 76 92 73 63 68 92 85 83 74.049
85 76 89 72 75 72 88 84 86 88 91 89 88 81 60 97 79 84 86 92 88 89 91 60 80 97 89 82 65 90 85 86 81.174
87 71 97 62 69 61 68 62 93 68 68 68 60 72 64 97 60 66 60 76 65 84 69 72 70 96 60 60 60 74 81 84 70.408
92 74 93 80 84 76 80 77 89 80 76 80 81 91 95 87 75 85 79 88 80 88 97 76 80 91 85 81 74 92 85 92 81.974
87 90 81 68 73 62 75 84 96 75 72 67 60 70 74 90 61 62 62 85 78 88 85 60 75 92 76 66 60 94 83 89 75.14
83 78 82 86 73 66 61 77 96 61 63 88 68 66 71 87 86 87 73 83 76 90 93 60 76 94 80 85 68 84 83 90 77.502
87 68 76 73 60 60 74 70 79 74 67 71 60 80 80 79 60 65 60 60 60 84 74 60 72 76 60 74 60 83 84 85 70.611
80 65 86 76 60 62 83 85 94 83 62 76 60 91 78 86 60 70 72 70 0 84 90 34 83 73 64 69 60 60 76 78 69.743
86 93 86 82 61 71 63 88 81 63 83 90 79 82 60 66 80 85 83 81 80 84 95 68 80 86 70 79 81 97 86 92 80.917
84 86 94 88 73 75 90 87 87 90 96 94 84 88 68 96 85 71 85 85 83 90 73 71 77 89 84 93 74 97 87 89 85.774
0 65 86 60 60 37 71 88 93 71 60 60 47 68 75 81.52277277 0 60 21 10 60 0 30.29027082 0 72 85 60 74 60 0 0 71.00967569 52.619
87 73 76 81.53926164 81.07852328 63.92147672 69 80 95 69 65.97382557 76.72248263 77.80100591 74.81677901 78.3036918 88 63 69.74865705 70.26174427 74.61778492 67.3036918 84.94765115 93.53926164 61.46073836 80 83 75.56543607 67.79060459 61.46073836 78.84295344 76.56543607 76.46073836 77.271
84 82 83 84.91749526 76.97249842 68.88999368 72 74 79 72 76.01375079 80 80.11000632 73.16500949 88.01375079 76 60 73.94499684 73.94499684 86.91749526 71.97249842 86.01375079 78.1512587 78.1512587 81 81 75.57562935 65.01375079 73.54812777 83.11000632 83.53437698 85.01375079 75.829
88 78 80 77.1230928 88.5307732 74.14360827 71 83 92 71 74.4076804 75.42819587 73.42819587 89.02051547 85.44871133 84 71 72.8769072 81.08206187 88 84.4692268 87.5307732 88.04103093 91.346134 78 85 88.5307732 71.26407213 85.38716493 94.51025773 85.48974227 85.653866 80.729
86 80 73 91.07254642 87.68136606 77.27453575 90 83 81 90 83.39118036 91.60881964 88.43527855 72.85490715 82.68136606 84 61 91.85490715 84.02844824 90.2901857 85.39118036 92.21763927 96.14509285 79.21763927 80 74 86.60881964 70.18919103 84.68136606 92.92745358 83.60881964 85.92745358 82.686
81 75 86 75.61243085 89.56246158 67.51249232 69 78 90 69 77.46252305 81.04996927 79.04996927 92.09993853 84.9250461 86 76.02473179 86.68738475 83.66240012 91.0749539 88.56246158 89.0749539 91.63741548 87.72516904 84 89 81.87507683 81.97501537 88.43753842 94.51249232 88.04996927 84.1499078 82.831
81 94 85 78.9970494 68.49970494 70.50383578 73 92 96 73 61.99881976 69.49793458 68.99527904 93.99940988 78.99881976 100 60 60 60 68.99881976 60 79.49970494 87.4985247 60 61 100 61 60 60 88.00472096 78.99940988 79.00059012 73.631
84 83 80 83.51939105 89.50084309 77.51264634 67 83 84 67 83.01348943 88.50927398 88.5075878 92.01180325 92.00674471 91 88.51264634 83.00505853 84.51264634 89.01011707 88.99494147 89.00674471 93.00337236 71.01348943 74 91 89.51264634 87.01180325 87.99662764 83.52276341 88.00168618 86.00674471 85.954
81 80 94 0 61 0 60 87 94 60 0 60 62.5204588 60 60 83 69 61 65 74 60 86 86 67 75 80 73 60 60 76 73 76 63.071
82 80 73 85.94887873 91.44035852 72.10224254 72 73 81 72 83.03408085 91.52556063 80.17040423 84.86367662 87.47443937 78 82.37219683 84.96591915 83.03408085 94.94887873 78.93183831 86.50852021 93.01704042 86.33811598 83 77 86.94887873 84.10224254 87.45739894 94.47443937 84.61076275 87.45739894 83.908
87 94 79 92.64904005 79.57884806 74.85961602 83 91 96 83 77.97356007 80.7629841 86.2278881 83.50865607 77.85961602 83 86.92980801 92.32452002 87.32452002 90.39471201 86.39471201 87.67547998 89.35095995 68.85961602 77 92 89.85961602 78.78942403 77.50865607 96.07019199 89.535096 88.07019199 84.077
85 70 73 86.06702742 91.57819866 71.86594515 63 77 85 63 82.95531505 91.46648629 79.77657525 85.1787398 87.53351371 82 82.66756856 85.04468495 82.95531505 95.06702742 79.0893699 86.48882876 92.97765753 86.71225351 75 88 87.06702742 83.86594515 87.55585619 94.53351371 84.35477391 87.55585619 82.323
